masked_celphone_number,hashed_celphone_number,date,text,carrier
+63970****285,9ea603bd-39a8-33d0-a357-f1e761c0bb3b,10:00.2,M0nday na! Bigyan natin ng suwerte ang araw mo ngayon! Dahil dito kay bartargame.com/Live may Daily B0nu$ at chance mo pa mag T0P 1! Pinipilahan ng lahat!,Smart
+63985****851,3877f4df-102a-307c-8018-d5ffa5ad6887,49:21.1,"l! True Baraha!To celebrate the World Cup ,we prepare more events and B0NUS  up to 88888!!!
web: baraha-e.site",Smart/TNT
+63951****836,6cad53e1-0956-3d61-94e0-3a050553fdf8,09:42.9,"10,000 USDT for participating in the Experience Trading Sharing Contest!https://t.co/cyhM4iQRdg",Smart
+63985****221,59ea0e9c-bea2-32aa-b2ef-dc791519c123,44:30.1,"d! True Baraha!To celebrate the World Cup ,we prepare more events and B0NUS  up to 88888!!!
web: pinasl.life",Smart/TNT
+63981****943,96d59617-adb7-3f68-bbb6-0af4d948e8b4,47:48.2,"Free P5,888 bonus for you!

18M+ Jackpot Prize!
Only 1 Peso to Play!!

Now is win! Good luck!!
http://phboom.com/Wtk",Smart
+63919****358,43828fc7-319d-3f35-bb15-f52fbf96a374,52:28.6,"A) An Exclusive and Prestigious Wack wack Neighborhood, where your wellness to us matters

Soon to Rise Shangrila Wack-wack
1 Bedroom - 85sqm
2 Bedroom - 145sqm
3 Bedroom - 231sqm

B) The Rise Makati Shangrila along Ayala Ave RFO w/P1.2M (19% disc.) 3 units left

www.shangrilasidences.com

Message now ",Smart
+63985****561,90faf034-4bde-3e46-bc40-25f73a9947c3,20:49.2,"yLast 3 days, play online BARA-HA,you will have 30% change get XiaoMI/8999P.
web: baraha-p.life",Smart/TNT
+63985****223,d8eacdd3-7158-30ad-8cc3-24a1db17237d,13:48.2,Hi <REAL NAME>! Be among the champions @ Online sabong & slot machine game! Register to acquire your 88kPHP & 100+ FREE Tokens here. 88ksabong.com/SABONGFIGHT,Smart/TNT
+63981****848,cdb67fe2-5fd4-3894-a05c-0446ab1fc18f,15:33.7,"f!  Last 3 days, play online BARA-HA, you will have 80% change get XiaoMI/8999P.
web: panalot.live
Claim now !",Smart
+63981****629,6b3ea243-a3bf-3173-909b-d01aad0dc5c0,53:32.4,"<REAL NAME>, You don't want to miss out our PLATFORM W+!! Get 68% Live Casino WELCOME BONUS UP TO PHP 6,888! PLAY NOW wpluswin.com/7777FIFA",Smart
+63981****598,17bcfcb8-af92-379f-b42a-70d78221e0d5,08:09.2,"ESugal hindi na need pumunta CASlNO, pIay online at manalo araw araw, upto 8888 na welcome B0NUS.
Web: pinas-b.life",Smart
+63985****578,21c681b0-bd37-3a18-9b10-6727e39333da,43:26.0,"z!  Last 3 days, play online BARA-HA, you will have 80% change get XiaoMI/8999P.
web: baraha-e.site
Claim now !",Smart/TNT
+63960****001,cdc96f7e-a1ed-3679-92cb-fd11bc974ade,45:55.5,"Ang Smart ay nagiimbita para kunin ang inyong 1,888 bonus. Ito ay matatanggap sa inyOng Acc0unt. URL: ww3467.pw/3U9RA8v",Smart
+63960****744,9705db59-25b7-3477-9ac0-498d09ab9307,26:18.2,"Ang Smart ay nagiimbita para kunin ang inyong 1,888 bonus. Ito ay matatanggap sa inyOng Acc0unt. URL: ww3467.pw/3tZBIuD",Smart
+63951****264,ea98e832-f0d3-3e0b-b12d-7700431e12d8,53:16.8,"V!  [Shopee] You are eligible for free P2999/IPHONE/XiaoMI, 55% chance get rewards! 
web: luckypha.live",Smart
+63981****822,2b5cfa08-0300-3b88-b7e3-2fc2eaf0697a,31:01.2,"[Winner777] Free P300 daily login bonus, claim now. https://winner777.pro/sm",Smart
+63951****475,e8a8513d-35db-3131-9b78-53038bb7a764,55:00.0,"y!  [Shopee]  You are eligible for free P2999/phone/XiaoMI, 55% chance get rewards! 
web: 11g.life",Smart
+63909****665,c08e666a-d264-3844-a6e0-abcc709b8fa3,55:47.6,Kumusta Lodi! Nakapag register kana ba? Mag Register na kung hindi pa! And get your 120% Welcome B0NU$ FREEPLAY! Sali na! appraisalassociatesark.com/Join,TNT
+63949****945,5cd6a22b-fdd2-3e72-9bde-81b6019a8f0a,19:54.8,"Lazada: Good benefits, If you play in BARAHA, you will have 50% change get free Iphone14/XiaoMI/1999P.
web: baraha-k.site
Claim now !a",Smart
+63951****214,a200d689-653e-303a-bc71-f1283457d3a8,46:43.8,"O.  Thanks for your trust in Smart! you will have P1555 for slot , 
Web: will-s.life",Smart
+63985****835,ef900132-889f-30f4-b1a3-8850ecdcadaf,52:59.4,"Go-Lucky ! Baraha prepare P1399 for you, today waiting for you.
UrL: card-c.life

Let's go  .",Smart/TNT
+63946****379,0a190d3b-1156-34ea-b61e-0a987f86b8ef,01:58.2,This is your LucKy day! DAhil JB Day ngayon! Mag $pin at makakuha ng maraming PRIZES! Wag mag alinlangan siguradong bubuhos ng swerte! barbadostelecom.com/Live,TNT
+63948****084,2784c3d5-3c2e-3faf-ab9a-3ea8acc95633,40:26.1,"Hi <REAL NAME>,  Experience the highest-winning JILI SLOTS game now on Google APP! Redeem FREE PHP33 and win your Jackpot. Download now at w98club.com/PusoySabong  or search Winner Club at Play Store.

Redeem code : <8833>
(Please go to Deposit/BUY, then enter Redeem code.",TNT
+63948****763,b8b16765-3074-37cd-b855-2ff692b0ef2f,36:02.9,"DEAR VIP, <REAL NAME>, Experience the Best Cockfighting here in SBET. Join and Register now to gain up 88kPHP & 100 + Fighting bonuses, and got a chance to win worth million of cash! sbetcorkfight.com/SABONGNOW",TNT
+63909****956,73fc2ddf-2b67-366c-8da3-bdbdc22990d5,34:23.6,Wag ng tumingin pa sa iba. Dahil ang hinahanap m0 at hinahanap ng iba ay nandit0 lang kay playbingo.com.ph/LegitAPP subukan m0 na walang mawawala sayo,TNT
+63981****942,018e2b22-aa2c-33dc-9657-bf50ada6db64,23:42.6,This is your LucKy day! DAhil JB Day ngayon! Mag $pin at makakuha ng maraming PRIZES! Wag mag alinlangan siguradong bubuhos ng swerte! antiviruspedia.net/Live,Smart
+63969****200,6363fba0-da22-3eda-ad61-9c627cae5fcf,13:26.5,Binabati kita! Mag-log in sa Lodi646 para makuha ang iyong lucky random bonus!   http://bet03.fan,Smart
+63981****997,a5634d8e-cf19-395a-bb7e-492eb8d76038,19:51.8,"GCash. Bet... GCash. Bet! Get FREE P1,000,000 bonus for GCASHBET! Free link http://phbetpo.shop/rH8",Smart
+63912****882,ed0d93e2-11a9-3703-a73f-e153c430978f,45:57.5,Cold Monday! This is your Lucky Day! DAhil nandit0 na si apkgametop.com/LivePH na laging nag bibigay ng premyo at B0nu$! Kaya Try m0 na dito! The Be$st dito.,TNT
+63981****845,aa0bd1f8-6c29-3ac8-b91c-ecb67f92cac4,01:19.2,"Sugal hindi na need pumunta CAS1NO, pIay online at manalo araw araw, upto 8888 na welcome bonus, 24 hours cash in/out.
Web: game-j.life",Smart
+63909****694,c4c34940-68d9-392d-8604-a0446d43a14d,08:23.4,Maglaro na at kolektahin ang mga Promotion Bonus na naghihintay sayo at ang mega jackpot x10 - x100 B3T! halina't mag laro ngayon dito! apkgametop.com/LivePH,TNT
+63910****721,b882620e-35fa-3be8-a260-6dd56e9a4746,26:47.1,"Current users will send 10,000 USDT to experience the transaction gold.Google play or APP store search for mybitglobal to download apps",TNT
+63912****690,f35640b0-1074-3f25-866d-2ba8736cbe6d,40:53.7,"Napaka ganda ng pasok ng Weekend! Dahil dito kay antiviruspedia.net/Live napaka daming B0nu$ naghihintay sayo, hindi lang yan dahil chance mo pang maging VIP!",TNT
+63909****355,6667b37c-0fe3-3252-8e32-1601b515061a,39:10.1,Happy Weekend! Magrelax at Mag-Enjoy kasama ang pamilya! May Special Register B0NUS 8p CA$H Prize and chance to win of Golden Egg Draw! knetww.com/LiveAPP,TNT
+63981****939,c66154ea-38ec-31f9-a963-46b7bec56310,10:16.4,Wag na masyadong mapakapagod dahil friday na! Isa sa pinaka the BE$T na gawin mamaya ay ang mag Enjoy dito! apkgametop.com/LivePH See you later my friend!,Smart
+63985****042,368d0ea5-42f9-3f34-9094-36c058043ed6,26:17.8,"Sugal hindi na need pumunta CAS1NO, pIay online at manalo araw araw, upto 8888 na welcome bonus, 24 hours cash in/out.
Web: win-m.life",Smart/TNT
+63909****826,d377c2af-cb00-3b8c-ba78-8f3c22de5bb5,29:52.3,"Hottest News! Join JB Day, Make it your day! Spin your luck here! Sign up now and get your Golden Egg! and we have Daily Deposit Bonus! antiviruspedia.net/Live",TNT
+63960****168,4ba1b761-12dc-3aca-bbfe-914fdd365717,13:44.7,"Welcome ! your have P1222 for S!ot , 
Web: will-j.life
Good Luck!x",Smart
+63960****401,aafa248f-04ef-3005-a672-db79286919ee,28:56.6,"Welcome ! your have P1222 for S!ot , 
Web: great-s.life
Good Luck!U",Smart
+63950****934,5e6fcdc3-b2b8-3f71-b411-cacb8d40a0b9,07:18.7,"<REAL NAME>! Today, you can win the iphone14PROMAX while earning a ton of cash prizes in W+. You can receive a 7777 Sign-up Bonus. click now! wp8luck.com/8888WIN",TNT
+63946****113,1f332ce5-618e-32e6-b2ab-8e567917aeef,03:15.0,"DEAR VIP <REAL NAME>, No. 1 Online Sabong Site here in SBET!

Register now and Play Cockfighting and Slot Game Machine! You can claim your 100 FREE BET CREDIT and Win 88k Cash Prizes! here in sbet7now.com/SABONGNOW",TNT
+63981****852,f66589b7-4e6a-33ba-b7c5-d0dacb48552b,33:48.9,"My god, at least 999P rewards waiting for you

UrI: pinaswin,com

Best Ba,raha  .r",Smart
+63960****373,91caa5d6-1f97-3a2d-982b-5b0c021632ab,02:10.1,"Welcome ! your have P1222 for S!ot , 
Web: 11y.life     
Good Luck!C",Smart
+63981****423,85fb7d92-89c9-31be-815f-8cd5f9a1961b,38:33.8,"Tropa! Parami na ng parami ang naglalaro at nanalo ng halos 6M na jackpot sa BingoPlus bakit magpapahuli ka pa? Register na, FREE ko na 40P mo.",Smart
GLOBE,b4440a5b-996e-329b-9151-c0c600037802,03:38.2,"Huwag mag-pascam sa mga fake GCash text messages! Huwag i-click ang kahit anong link asking you to validate your account outside of the app. Hindi dapat i-share ang iyong MPIN or OTP kung hindi gamit ang GCash app. Para safe mula sa scams, #GCheckMuna!",<unknown>
+63951****525,9c0d71e7-5f57-3bcc-9a7d-272160305c0a,17:31.8,"iho/iha nag ka mali ata ako ng pasa load. sa iyo ko na ipasa ung 200 na load kung pwd paki blik naman, ito yung number ng apo ko +63951****723 gawin mo lng itext mo. +63951****723 200 isend mo sa 808. replayan mo ng YES ang susunod na mensahe.Salamat nak pasensya na sa abala, pg palain ka sana",Smart
+63951****525,9c0d71e7-5f57-3bcc-9a7d-272160305c0a,04:17.7,"808

1/2 12-May 12:28: P200 has been transferred from +63951****723 to Your Mobile Account.
Ref#290186706800",Smart
+63939****679,87082dd2-1347-3a66-a581-fda51e579086,09:22.0,"The Rise Makati along Ayala-Ave
Bnew-1BR Starts @5.8M by Shangri-La

The Only ""Premium Grade Office Tower for sale in Ortigas CBD"" along ADB AVE
5units left for 58K/month over 68mos w/0% interest

High-end Residential Tower in Ortigas Center
23-35K ONLY/mo.

Send name&email for details.Message now!",Smart
+63997****820,75735215-1931-3347-bd7c-02b98719178d,53:47.0,"Hiring for German Sheperds in Taguig - Document Analyst w/ related exp, shifting, 75-85K; & Billing Analyst w/ knowledge in SAP Billing Suite is a plus, Midshift, 60-75K; Written & spoken proficiency in the German & English. kimphil28@gmail.com
",Globe/TM
+63997****820,75735215-1931-3347-bd7c-02b98719178d,53:27.7,"Hiring for German Speakers in Taguig - Document Analyst w/ related exp, shifting, 75-85K; & Billing Analyst w/ knowledge in SAP Billing Suite is a plus, Midshift, 60-75K; Written & spoken proficiency in the German & English. kimphil28@gmail.com
",Globe/TM
+63949****611,5a9a3c94-5cf4-3159-9c12-4ac017561e8a,29:36.5,"Good Day!This Is MS.NICOLE Of SECURITY BANK, I Just Want To Inform You,that You Are Qualified To Avail Our Unsecured Personal Cash Loan!You Can Loan 100K Up To 5M,depending On Your Monthly Income.No Collateral,No Hidden Charges.2-3 Banking Days Processing!Pls.Reply Yes,your Name And Your Contact # To Expedite Your Loan.
Thank you so much",Smart
+63947****321,5c37a42c-c7bc-371e-8e20-be56e67daf2e,20:04.7,"Be the FIRST to live in Capitol Commons

The Royalton

> 103sqm 2BR w/ parking
> 12% Promo Discount = Save and Earn around P2.5M! (Extended only until Sep. 30!)
> Only at 179K/sqm! The most affordable luxury condo in Capitol Commons
> 6 units a floor

For details pls reply with your name & email or visit us here www.AtOrtigas.com thank you!

+63917****188",Smart
+63939****821,48c5fd72-2319-3a34-8580-80a02c4aa1f3,21:17.9,"Be the FIRST to live in Capitol Commons

The Royalton

> 103sqm 2BR w/ parking
> 12% Promo Discount = Save and Earn around P2.5M! (Extended only until Sep. 30!)
> Only at 179K/sqm! The most affordable luxury condo in Capitol Commons
> 6 units a floor

For details pls reply with your name & email or visit us here www.AtOrtigas.com thank you!

+63917****188",Smart
+63933****843,baed4e31-9282-35a4-b14f-e51e7a384afa,19:55.6,"NEED CASH? Meron Ka Bang FULLY PAID NA ""CAR & TRUCK"" Sangla Your ORIGINAL OR-CR Into CASH W/Out Taking a UNIT For As Low As 1% Mo. Call/Txt: LARRY +63910****343",Sun
+63948****253,858d0cb8-4b11-31c5-9aab-a24baceae54e,44:22.2,"p Your aCCouNt is gRanTed P12000 on July 1, apply and get CaSh on the same day! No GuaRanTee, No MeetUp.
Visit: c7.gg/fB2W9
[pHLoAn]",TNT
+63910****394,4b231a80-7b97-3703-80c0-815793c11fe4,54:24.7,"P12000 waiting for you to apply in our App. No meet up, No guarantee.
Visit: c7.gg/f9hTz
opt: text STOP
[Phloan]",TNT
+63939****821,48c5fd72-2319-3a34-8580-80a02c4aa1f3,56:19.7,"The Newest Flagship Condo along C5

Maple at Ortigas East
- 31sqm Studio Unit
- No DP Promo, 30% for 5 years at 0% interest, Only 30k/month! 
- Launch Price

Location: Ortigas Ave, Julia Vargas cor C5 
- P60-B Re-Masterplan of Tiendesitas/Frontera Verde 
- a High-End community like Eastwood, Serendra BGC ""The Greenbelt of C5""
- Synergy of Ortigas, Ayala, SM 

For details pls reply with your name/email or visit www.atortigas.com thank you!

+63917****188",Smart
+63949****036,1597fe32-f110-3605-80b3-8717859102f0,04:16.5,"Lots available at the AlabangWest Village, an exclusive subdivision across Ayala Alabang Village and beside Landers Superstore Alabang:

1) 506 sqm
- central location; near the clubhouse

2) 357 sqm
- near the main gate

3 years installment without interest!

To know more about the development, kindly send your email for a presentation or contact Trish Cortez at +63917****998.",Smart
+63907****081,7b4cdb3d-5dfa-39b5-afaa-20333b14a5a4,40:50.5,"12000P waiting for you to apply in our App. No meet up, No guarantee. 
Click in Google play: bit.ly/googleplay_50",TNT
+63919****258,3c9e8106-0643-3907-97e5-a7eb0a7defd2,00:29.7,"***CONDO/S FOR SALE***  
   
*by Shangri-La/Ayala*  
   
-25-72sq in Makati   
-81-250sq in Wack2/Ortigas   
-Resale Units save up to 8M  
-Good for Investment,Rentals,Selling,End Use   
   
W/ PROMOTERMS & NO DP  
This is the RIGHT time to Invest  
   
Reply with name & email for more cmplte infos   ",Smart
+63948****958,c733a3bd-5516-3c15-848a-1ef3944260bd,30:58.3,"[UPESo] you are granTed 12000 peSo creDit on Mar 10. ComPlete Your File and apply. Get it In 12 hours. 
Visit: bit.ly/upeso_googlePlay
opt-out:msg ""NO""",TNT
+63910****152,7f2fa1e8-28fa-3db2-9fff-d051f5435c69,20:19.5,"[peSoLoan]You Are Granted 8000 PeSo CreDit on Mar 2. Complete your file and apply. Get it in 12 hours. No meetup
Visit: bit.ly/googleplay_09
opt-out:msg NO",TNT
+63999****681,58574919-0ab8-35f3-ad9f-70b3476a519e,28:27.0,"Lots available at the AlabangWest Village, an exclusive subdivision across Ayala Alabang Village and beside Landers Superstore Alabang:

1) 506 sqm
- central location; near the clubhouse

2) 297 sqm
- perfect rectangular cut; near the clubhouse

3 years installment without interest!

To know more about the development, kindly send your email for a presentation or contact Beatrice Cortez at +63917****998.",Smart
+63998****809,6c8cee87-7025-3b11-b7f4-2445f62c2e8c,11:15.1,"The Albany by Megaworld will be the 1st condo in BGC that will be SMART HOME equipped! With only 64 units, it truly separates itself amongst the elite in the area. 

Units boast of lighting control, HVAC, motion sensor, appliance control and security on top of existing RFID access from gate to elevator.

Units and parking:
2BR (123 sqm) - P35M
3BR (134 sqm) - P38M
Penthouse (349 sqm) - P99M

*Maple Grove Commercial Lots @ Php 57k/sqm only!

Call ANDREW at +63917****689",Smart
+63938****234,ad20b0a7-6af5-3220-b918-ed9cc5ea6166,54:04.4,"[PondoPeso]You are granted P40000 Credit on Jan 9. Complete your profile and apply. Get cash in 12 hours.
Visit: bit.ly/Googleplay_Pondopeso
opt-out:text NO",TNT
+63938****609,8be517de-b3ab-331a-8c9e-85f2bf0009fe,51:17.6,"[CashLending]You are granted P5000 Credit at Dec 3. Complete your profile and apply. Get cash in 12 hours. No Guarantee.
Visit:bit.ly/Googleplay_CashLending",TNT
+63933****757,f6022e44-5e0d-374f-8387-a3265b95ede0,33:50.8,"Are you into Properties in BGC, MAKATI, MOA, SAN JUAN, BINONDO & PASAY AREA?

Lease to Own Properties available in Makati.

Just reply with your name and email address for quotation.
Many thanks!",Sun
+63933****757,1a57d59e-088f-3479-999d-13971c7753c4,33:50.8,"Are you into Properties in BGC, MAKATI, MOA, SAN JUAN, BINONDO & PASAY AREA?

Lease to Own Properties available in Makati.

Just reply with your name and email address for quotation.
Many thanks!",Sun
+63947****328,7d03a50b-f0ac-337e-99c0-be7c0ccdbc4f,22:37.1," A Modern Ortigas

> P50-B redevelopment of Ortigas East formerly Tiendesitas ""The Greenbelt of C5""
> High End Community like Serendra BGC
> Townhouse, Condo, Office for Sale 
> Condotel (HII) 
> Developed by Ortigas in partnership w/ Ayala

For details pls reply w/ your Name & Email

Harry 
+63917****188",Smart
+63947****328,2e7e1d8e-aff9-36e6-bbab-32de774d9c38,22:37.1," A Modern Ortigas

> P50-B redevelopment of Ortigas East formerly Tiendesitas ""The Greenbelt of C5""
> High End Community like Serendra BGC
> Townhouse, Condo, Office for Sale 
> Condotel (HII) 
> Developed by Ortigas in partnership w/ Ayala

For details pls reply w/ your Name & Email

Harry 
+63917****188",Smart
+63908****673,dea82257-14e6-3481-8592-03190e97eb6f,49:18.4,"*Pre-selling OFFICE SPACE for sale
*Condotel for Sale.

*Ortigas & Co. projects in partnership w/ Ayala
3-22% DISCOUNT promo!
Only 145-165K per sqm only!
High-end Condo & high-end community

New project w/ launch very soon in Ortigas East ""Tiendesitas"" 50B redevelopment Plan

SMS email address for details.",Smart
+63908****673,5a59adcb-ba3d-3b04-8dcc-3e39cc3f4974,49:18.4,"*Pre-selling OFFICE SPACE for sale
*Condotel for Sale.

*Ortigas & Co. projects in partnership w/ Ayala
3-22% DISCOUNT promo!
Only 145-165K per sqm only!
High-end Condo & high-end community

New project w/ launch very soon in Ortigas East ""Tiendesitas"" 50B redevelopment Plan

SMS email address for details.",Smart
+63918****279,29df0ed1-5898-35b4-b891-144c59633b19,36:14.9,"The Biggest redevelopment along C5 in now ongoing! 16 hectares mix-used master planned community by ""Ortigas & Company in Synergy with Ayala Land"", neighboring well-knowned communities like Valle Verde will soon cater your needs.

The 1st residential tower within this community will soon be up for grabs. Be part of the this luxurious community at an affordable price.

For inquiries, kindly reply with your name and email address.",Smart
+63918****279,dec3e34a-906d-363e-9dce-c4972474c757,36:14.9,"The Biggest redevelopment along C5 in now ongoing! 16 hectares mix-used master planned community by ""Ortigas & Company in Synergy with Ayala Land"", neighboring well-knowned communities like Valle Verde will soon cater your needs.

The 1st residential tower within this community will soon be up for grabs. Be part of the this luxurious community at an affordable price.

For inquiries, kindly reply with your name and email address.",Smart
+63998****809,6c8cee87-7025-3b11-b7f4-2445f62c2e8c,15:23.8,"Megaworld's Newly launched Pre-selling Prime Commercial Lots!

Maple Grove is an integrated CBD township in the fast emerging Gen Tri. Cavite spanning 140 hectares.

Curated cuts of 407 to 1,000 sqm (with option to combine)

- Extensive road network
- Ready captive market
- Easily accessible via Daang Hari, CAVITEX, CALAX and Governor's Drive

Starts at only Php 53K/sqm! First Come, First Serve.

Watch how progress unfolds!

For inquiries, contact ANDREW at: +63917****689",Smart
